"CENSUS2K_Code","CENSUS2K_Occupation_Title","BLS_Code","BLS_Occupation_Title","OMBSOC_Code","OMBSOC_Occupation_Title","ONET_Code","ONET_Occupation_Title","CIP_Code","CIP_Occupation_Title","NSSBIC_Code","NSSBIC_Occupation_Title","DOECC_Code","DOECC_Occupation_Title"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.0604","Greenhouse Operations & Management",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.0606","Plant Nursery Operations & Management",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.0901","Animal Sciences, General",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.0902","Agricultural Animal Breeding",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.0904","Animal Nutrition",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.0905","Dairy Science",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.0906","Livestock Management  (New)",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.0907","Poultry Science  (New)",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.1101","Plant Sciences, General",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.1102","Agronomy & Crop Science",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.1103","Horticultural Science",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.1105","Plant Protection & Integrated Pest Management",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.00","Farm, Ranch, & Other Agricultural Managers","01.1106","Range Science & Management",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.01","Nursery & Greenhouse Managers","01.0101","Agricultural Business & Management, General",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.01","Nursery & Greenhouse Managers","01.0102","Agribusiness/Agricultural Business Operations",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.01","Nursery & Greenhouse Managers","01.0603","Ornamental Horticulture",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.01","Nursery & Greenhouse Managers","01.0604","Greenhouse Operations & Management",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.01","Nursery & Greenhouse Managers","01.0606","Plant Nursery Operations & Management",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.01","Nursery & Greenhouse Managers","01.1103","Horticultural Science",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.01","Nursery & Greenhouse Managers","01.1105","Plant Protection & Integrated Pest Management",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0101","Agricultural Business & Management, General",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0102","Agribusiness/Agricultural Business Operations",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0104","Farm/Farm & Ranch Management",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0199","Agricultural Business & Management, Other",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0301","Agricultural Production Operations, General",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0302","Animal/Livestock Husbandry & Production",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0304","Crop Production",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0306","Dairy Husbandry & Production  (New)",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0307","Horse Husbandry/Equine Science & Management  (New)",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0399","Agricultural Production Operations, Other",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0901","Animal Sciences, General",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0902","Agricultural Animal Breeding",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0904","Animal Nutrition",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0905","Dairy Science",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
20,"Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011","Farm, Ranch, & Other Agricultural Managers","11-9011.02","Agricultural Crop Farm Managers","01.0906","Livestock Management  (New)",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
